timestamp,city,temperature_C,humidity_%,air_quality_index,weather_condition
2023-01-04 13:00:00,Bloemfontein,18.3,68,168,Rainy
2023-01-04 14:00:00,Johannesburg,19.8,71,87,Rainy
2023-01-04 14:00:00,Cape Town,27.6,62,55,Foggy
2023-01-04 14:00:00,Durban,21.4,43,128,Stormy
2023-01-04 14:00:00,Pretoria,15.9,52,68,Foggy
2023-01-04 14:00:00,Bloemfontein,28.5,50,145,Rainy
2023-01-04 15:00:00,Johannesburg,22.5,71,159,Sunny
2023-01-04 15:00:00,Cape Town,18.4,50,56,Sunny
2023-01-04 15:00:00,Durban,25.7,42,110,Rainy
2023-01-04 15:00:00,Pretoria,24.2,76,113,Cloudy
2023-01-04 15:00:00,Bloemfontein,23.2,45,176,Foggy
2023-01-04 16:00:00,Johannesburg,26.5,54,93,Rainy
2023-01-04 16:00:00,Cape Town,21.0,88,54,Sunny
2023-01-04 16:00:00,Durban,24.5,83,56,Sunny
2023-01-04 16:00:00,Pretoria,30.6,47,89,Foggy
2023-01-04 16:00:00,Bloemfontein,23.3,47,108,Stormy
2023-01-04 17:00:00,Johannesburg,20.8,66,79,Rainy
2023-01-04 17:00:00,Cape Town,25.2,83,53,Rainy
2023-01-04 17:00:00,Durban,28.6,42,177,Stormy
2023-01-04 17:00:00,Pretoria,21.6,53,46,Foggy
2023-01-04 17:00:00,Bloemfontein,29.2,83,113,Foggy
2023-01-04 18:00:00,Johannesburg,15.2,61,146,Sunny
2023-01-04 18:00:00,Cape Town,20.4,41,117,Stormy
2023-01-04 18:00:00,Durban,23.5,56,101,Foggy
2023-01-04 18:00:00,Pretoria,21.8,60,47,Cloudy
2023-01-04 18:00:00,Bloemfontein,17.3,86,124,Rainy
2023-01-04 19:00:00,Johannesburg,30.1,77,61,Sunny
2023-01-04 19:00:00,Cape Town,28.1,77,165,Stormy
2023-01-04 19:00:00,Durban,25.7,50,117,Sunny
2023-01-04 19:00:00,Pretoria,20.4,61,121,Foggy
2023-01-04 19:00:00,Bloemfontein,22.2,59,126,Foggy
2023-01-04 20:00:00,Johannesburg,17.6,52,106,Cloudy
2023-01-04 20:00:00,Cape Town,22.2,65,179,Rainy
2023-01-04 20:00:00,Durban,25.2,54,135,Stormy
2023-01-04 20:00:00,Pretoria,17.1,83,78,Sunny
2023-01-04 20:00:00,Bloemfontein,23.1,48,132,Rainy
2023-01-04 21:00:00,Johannesburg,26.4,70,70,Foggy
2023-01-04 21:00:00,Cape Town,25.5,89,121,Rainy
2023-01-04 21:00:00,Durban,24.0,59,91,Sunny
2023-01-04 21:00:00,Pretoria,20.3,50,113,Rainy
2023-01-04 21:00:00,Bloemfontein,34.1,55,161,Foggy
2023-01-04 22:00:00,Johannesburg,28.8,42,156,Rainy
2023-01-04 22:00:00,Cape Town,24.3,80,135,Stormy
2023-01-04 22:00:00,Durban,30.4,51,116,Rainy
2023-01-04 22:00:00,Pretoria,19.7,51,170,Stormy
2023-01-04 22:00:00,Bloemfontein,33.8,58,84,Rainy
2023-01-04 23:00:00,Johannesburg,19.9,85,129,Foggy
2023-01-04 23:00:00,Cape Town,24.9,71,80,Cloudy
2023-01-04 23:00:00,Durban,23.9,83,111,Cloudy
2023-01-04 23:00:00,Pretoria,24.5,42,64,Stormy
2023-01-04 23:00:00,Bloemfontein,12.0,68,126,Stormy
2023-01-05 00:00:00,Johannesburg,20.3,60,53,Cloudy
2023-01-05 00:00:00,Cape Town,23.8,59,66,Foggy
2023-01-05 00:00:00,Durban,15.9,59,79,Foggy
2023-01-05 00:00:00,Pretoria,14.7,88,125,Rainy
2023-01-05 00:00:00,Bloemfontein,20.0,73,95,Stormy
2023-01-05 01:00:00,Johannesburg,22.4,54,35,Foggy
2023-01-05 01:00:00,Cape Town,17.6,42,47,Sunny
2023-01-05 01:00:00,Durban,15.2,79,50,Rainy
2023-01-05 01:00:00,Pretoria,18.9,47,129,Rainy
2023-01-05 01:00:00,Bloemfontein,24.0,87,116,Cloudy
2023-01-05 02:00:00,Johannesburg,15.1,41,148,Stormy
2023-01-05 02:00:00,Cape Town,29.2,76,98,Foggy
2023-01-05 02:00:00,Durban,21.5,86,43,Foggy
2023-01-05 02:00:00,Pretoria,18.3,78,113,Rainy
2023-01-05 02:00:00,Bloemfontein,16.2,64,57,Stormy
2023-01-05 03:00:00,Johannesburg,23.6,41,34,Stormy
2023-01-05 03:00:00,Cape Town,27.5,75,74,Stormy
2023-01-05 03:00:00,Durban,18.5,62,76,Cloudy
2023-01-05 03:00:00,Pretoria,24.2,53,109,Foggy
2023-01-05 03:00:00,Bloemfontein,20.5,49,122,Stormy
2023-01-05 04:00:00,Johannesburg,27.0,40,162,Cloudy
2023-01-05 04:00:00,Cape Town,19.5,59,37,Sunny
2023-01-05 04:00:00,Durban,29.5,59,57,Rainy
2023-01-05 04:00:00,Pretoria,26.3,82,78,Foggy
2023-01-05 04:00:00,Bloemfontein,23.9,67,140,Foggy
2023-01-05 05:00:00,Johannesburg,24.2,54,163,Rainy
2023-01-05 05:00:00,Cape Town,20.7,89,107,Sunny
2023-01-05 05:00:00,Durban,21.0,41,66,Cloudy
2023-01-05 05:00:00,Pretoria,21.3,44,41,Rainy
2023-01-05 05:00:00,Bloemfontein,16.8,81,49,Cloudy
2023-01-05 06:00:00,Johannesburg,26.6,70,67,Cloudy
2023-01-05 06:00:00,Cape Town,23.7,59,157,Cloudy
2023-01-05 06:00:00,Durban,22.3,47,114,Sunny
2023-01-05 06:00:00,Pretoria,22.6,40,37,Sunny
2023-01-05 06:00:00,Bloemfontein,19.7,86,115,Cloudy
2023-01-05 07:00:00,Johannesburg,19.0,86,63,Stormy
2023-01-05 07:00:00,Cape Town,21.5,57,174,Foggy
2023-01-05 07:00:00,Durban,21.9,65,165,Sunny
2023-01-05 07:00:00,Pretoria,23.9,66,101,Stormy
2023-01-05 07:00:00,Bloemfontein,24.5,64,75,Stormy
2023-01-05 08:00:00,Johannesburg,22.9,70,171,Foggy
2023-01-05 08:00:00,Cape Town,25.8,87,98,Cloudy
2023-01-05 08:00:00,Durban,12.7,41,92,Stormy
2023-01-05 08:00:00,Pretoria,26.7,48,118,Stormy
2023-01-05 08:00:00,Bloemfontein,23.6,52,97,Stormy
2023-01-05 09:00:00,Johannesburg,24.1,73,154,Cloudy
2023-01-05 09:00:00,Cape Town,26.5,52,52,Cloudy
2023-01-05 09:00:00,Durban,21.3,58,138,Sunny
2023-01-05 09:00:00,Pretoria,21.2,46,118,Sunny
2023-01-05 09:00:00,Bloemfontein,22.6,60,172,Stormy
2023-01-05 10:00:00,Johannesburg,28.7,54,178,Cloudy
2023-01-05 10:00:00,Cape Town,29.9,58,89,Cloudy
2023-01-05 10:00:00,Durban,33.1,71,64,Foggy
2023-01-05 10:00:00,Pretoria,27.6,83,131,Stormy
2023-01-05 10:00:00,Bloemfontein,22.8,85,103,Sunny
2023-01-05 11:00:00,Johannesburg,18.5,41,38,Foggy
2023-01-05 11:00:00,Cape Town,26.9,87,146,Cloudy
2023-01-05 11:00:00,Durban,20.4,68,41,Sunny
2023-01-05 11:00:00,Pretoria,22.4,54,73,Stormy
2023-01-05 11:00:00,Bloemfontein,16.1,75,44,Cloudy
2023-01-05 12:00:00,Johannesburg,27.1,85,137,Stormy
2023-01-05 12:00:00,Cape Town,11.1,82,50,Foggy
2023-01-05 12:00:00,Durban,25.8,64,65,Foggy
2023-01-05 12:00:00,Pretoria,23.4,50,80,Foggy
2023-01-05 12:00:00,Bloemfontein,18.2,43,146,Rainy
2023-01-05 13:00:00,Johannesburg,20.6,85,56,Stormy
2023-01-05 13:00:00,Cape Town,22.3,47,173,Foggy
2023-01-05 13:00:00,Durban,25.8,81,175,Foggy
2023-01-05 13:00:00,Pretoria,23.6,65,118,Stormy
2023-01-05 13:00:00,Bloemfontein,21.7,69,36,Foggy
2023-01-05 14:00:00,Johannesburg,17.2,52,100,Stormy
2023-01-05 14:00:00,Cape Town,24.8,88,71,Cloudy
2023-01-05 14:00:00,Durban,21.3,46,83,Stormy
2023-01-05 14:00:00,Pretoria,26.0,40,149,Stormy
2023-01-05 14:00:00,Bloemfontein,17.0,52,148,Rainy
2023-01-05 15:00:00,Johannesburg,22.3,61,147,Cloudy
2023-01-05 15:00:00,Cape Town,34.7,65,38,Rainy
2023-01-05 15:00:00,Durban,24.1,54,39,Foggy
2023-01-05 15:00:00,Pretoria,19.7,81,101,Stormy
2023-01-05 15:00:00,Bloemfontein,16.6,63,78,Cloudy
2023-01-05 16:00:00,Johannesburg,25.7,89,48,Rainy
2023-01-05 16:00:00,Cape Town,18.5,75,89,Stormy
2023-01-05 16:00:00,Durban,27.1,58,98,Sunny
2023-01-05 16:00:00,Pretoria,24.8,86,78,Rainy
2023-01-05 16:00:00,Bloemfontein,25.2,60,179,Cloudy
2023-01-05 17:00:00,Johannesburg,24.1,87,66,Rainy
2023-01-05 17:00:00,Cape Town,28.1,71,40,Rainy
2023-01-05 17:00:00,Durban,30.1,49,107,Rainy
2023-01-05 17:00:00,Pretoria,19.3,64,31,Foggy
2023-01-05 17:00:00,Bloemfontein,22.8,74,36,Sunny
2023-01-05 18:00:00,Johannesburg,18.0,78,53,Cloudy
2023-01-05 18:00:00,Cape Town,30.2,85,48,Cloudy
2023-01-05 18:00:00,Durban,13.8,71,138,Cloudy
2023-01-05 18:00:00,Pretoria,27.2,85,65,Stormy
2023-01-05 18:00:00,Bloemfontein,19.1,45,42,Cloudy
2023-01-05 19:00:00,Johannesburg,16.9,88,89,Cloudy
2023-01-05 19:00:00,Cape Town,23.2,77,79,Sunny
2023-01-05 19:00:00,Durban,14.2,42,73,Stormy
2023-01-05 19:00:00,Pretoria,16.1,45,159,Stormy
2023-01-05 19:00:00,Bloemfontein,15.8,62,31,Rainy
2023-01-05 20:00:00,Johannesburg,12.2,61,73,Foggy
2023-01-05 20:00:00,Cape Town,18.9,75,106,Stormy
2023-01-05 20:00:00,Durban,28.6,55,135,Stormy
2023-01-05 20:00:00,Pretoria,25.5,69,150,Sunny
2023-01-05 20:00:00,Bloemfontein,10.3,62,121,Cloudy
2023-01-05 21:00:00,Johannesburg,19.5,79,147,Stormy
2023-01-05 21:00:00,Cape Town,28.1,60,113,Stormy
2023-01-05 21:00:00,Durban,22.7,45,179,Foggy
2023-01-05 21:00:00,Pretoria,23.0,72,45,Sunny
2023-01-05 21:00:00,Bloemfontein,20.5,51,67,Foggy
2023-01-05 22:00:00,Johannesburg,20.5,84,95,Stormy
2023-01-05 22:00:00,Cape Town,20.0,80,114,Stormy
2023-01-05 22:00:00,Durban,15.9,40,104,Sunny
2023-01-05 22:00:00,Pretoria,18.4,42,84,Rainy
2023-01-05 22:00:00,Bloemfontein,24.2,54,115,Rainy
2023-01-05 23:00:00,Johannesburg,19.3,76,41,Stormy
2023-01-05 23:00:00,Cape Town,19.8,63,163,Stormy
2023-01-05 23:00:00,Durban,27.8,42,109,Foggy
2023-01-05 23:00:00,Pretoria,24.9,54,178,Foggy
2023-01-05 23:00:00,Bloemfontein,19.4,74,95,Foggy
2023-01-06 00:00:00,Johannesburg,19.8,53,49,Cloudy
2023-01-06 00:00:00,Cape Town,19.3,57,39,Stormy
2023-01-06 00:00:00,Durban,20.9,72,124,Cloudy
2023-01-06 00:00:00,Pretoria,23.0,53,94,Rainy
2023-01-06 00:00:00,Bloemfontein,29.0,42,163,Stormy
2023-01-06 01:00:00,Johannesburg,24.8,64,170,Stormy
2023-01-06 01:00:00,Cape Town,19.0,73,54,Sunny
2023-01-06 01:00:00,Durban,21.1,54,97,Stormy
2023-01-06 01:00:00,Pretoria,23.2,70,107,Rainy
2023-01-06 01:00:00,Bloemfontein,17.2,59,175,Stormy
2023-01-06 02:00:00,Johannesburg,25.6,71,122,Cloudy
2023-01-06 02:00:00,Cape Town,19.7,82,159,Stormy
2023-01-06 02:00:00,Durban,17.2,44,39,Cloudy
2023-01-06 02:00:00,Pretoria,24.1,64,159,Foggy
2023-01-06 02:00:00,Bloemfontein,30.2,70,85,Foggy
2023-01-06 03:00:00,Johannesburg,21.5,54,112,Sunny
2023-01-06 03:00:00,Cape Town,18.5,46,109,Stormy
2023-01-06 03:00:00,Durban,26.3,55,126,Foggy
2023-01-06 03:00:00,Pretoria,22.8,56,130,Foggy
2023-01-06 03:00:00,Bloemfontein,22.0,78,153,Sunny
2023-01-06 04:00:00,Johannesburg,26.7,77,92,Sunny
2023-01-06 04:00:00,Cape Town,14.6,76,145,Stormy
2023-01-06 04:00:00,Durban,30.6,74,36,Cloudy
2023-01-06 04:00:00,Pretoria,16.7,66,121,Stormy
2023-01-06 04:00:00,Bloemfontein,15.4,61,162,Cloudy
2023-01-06 05:00:00,Johannesburg,21.6,41,91,Sunny
2023-01-06 05:00:00,Cape Town,20.0,54,178,Rainy
2023-01-06 05:00:00,Durban,21.9,49,87,Stormy
2023-01-06 05:00:00,Pretoria,24.3,52,111,Rainy
2023-01-06 05:00:00,Bloemfontein,16.0,76,168,Cloudy
2023-01-06 06:00:00,Johannesburg,28.0,65,63,Stormy
2023-01-06 06:00:00,Cape Town,21.2,87,111,Rainy
2023-01-06 06:00:00,Durban,10.5,68,71,Rainy
2023-01-06 06:00:00,Pretoria,19.8,60,71,Stormy
2023-01-06 06:00:00,Bloemfontein,18.7,40,159,Rainy
2023-01-06 07:00:00,Johannesburg,27.2,87,58,Stormy
2023-01-06 07:00:00,Cape Town,23.6,79,50,Rainy
2023-01-06 07:00:00,Durban,21.2,67,63,Sunny
2023-01-06 07:00:00,Pretoria,17.3,88,108,Stormy
2023-01-06 07:00:00,Bloemfontein,11.2,56,116,Sunny
2023-01-06 08:00:00,Johannesburg,16.0,71,116,Foggy
2023-01-06 08:00:00,Cape Town,22.3,76,37,Sunny
2023-01-06 08:00:00,Durban,20.2,63,46,Rainy
2023-01-06 08:00:00,Pretoria,22.9,44,177,Cloudy
2023-01-06 08:00:00,Bloemfontein,18.0,85,168,Sunny
2023-01-06 09:00:00,Johannesburg,28.5,54,164,Sunny
2023-01-06 09:00:00,Cape Town,18.9,44,34,Sunny
2023-01-06 09:00:00,Durban,28.0,69,125,Cloudy
2023-01-06 09:00:00,Pretoria,21.4,86,141,Cloudy
2023-01-06 09:00:00,Bloemfontein,18.4,67,110,Sunny
2023-01-06 10:00:00,Johannesburg,27.0,64,102,Foggy
2023-01-06 10:00:00,Cape Town,18.2,41,78,Cloudy
2023-01-06 10:00:00,Durban,17.7,80,151,Cloudy
2023-01-06 10:00:00,Pretoria,17.6,89,39,Cloudy
2023-01-06 10:00:00,Bloemfontein,18.8,79,31,Stormy
2023-01-06 11:00:00,Johannesburg,26.6,52,124,Sunny
2023-01-06 11:00:00,Cape Town,33.8,73,40,Foggy
2023-01-06 11:00:00,Durban,24.1,49,44,Cloudy
2023-01-06 11:00:00,Pretoria,23.1,48,88,Stormy
2023-01-06 11:00:00,Bloemfontein,17.5,53,153,Rainy
2023-01-06 12:00:00,Johannesburg,16.4,69,61,Rainy
2023-01-06 12:00:00,Cape Town,20.2,85,142,Cloudy
2023-01-06 12:00:00,Durban,15.3,71,148,Foggy
2023-01-06 12:00:00,Pretoria,26.6,78,41,Foggy
2023-01-06 12:00:00,Bloemfontein,21.2,52,178,Sunny
2023-01-06 13:00:00,Johannesburg,23.4,47,75,Cloudy
2023-01-06 13:00:00,Cape Town,26.4,83,115,Rainy
2023-01-06 13:00:00,Durban,25.7,61,118,Sunny
2023-01-06 13:00:00,Pretoria,21.5,54,56,Foggy
2023-01-06 13:00:00,Bloemfontein,21.6,89,124,Sunny
2023-01-06 14:00:00,Johannesburg,16.0,83,51,Rainy
2023-01-06 14:00:00,Cape Town,21.8,82,126,Foggy
2023-01-06 14:00:00,Durban,12.5,58,52,Stormy
2023-01-06 14:00:00,Pretoria,22.4,68,59,Stormy
2023-01-06 14:00:00,Bloemfontein,23.6,76,140,Cloudy
2023-01-06 15:00:00,Johannesburg,26.5,47,135,Sunny
2023-01-06 15:00:00,Cape Town,28.6,83,34,Foggy
2023-01-06 15:00:00,Durban,23.2,42,161,Cloudy
2023-01-06 15:00:00,Pretoria,21.0,81,127,Sunny
2023-01-06 15:00:00,Bloemfontein,17.7,82,39,Rainy
2023-01-06 16:00:00,Johannesburg,25.8,66,95,Foggy
2023-01-06 16:00:00,Cape Town,24.9,80,141,Sunny
2023-01-06 16:00:00,Durban,23.4,61,119,Foggy
2023-01-06 16:00:00,Pretoria,29.3,51,43,Sunny
2023-01-06 16:00:00,Bloemfontein,26.1,59,104,Rainy
2023-01-06 17:00:00,Johannesburg,26.0,55,99,Foggy
2023-01-06 17:00:00,Cape Town,17.9,59,167,Stormy
2023-01-06 17:00:00,Durban,11.5,63,66,Rainy
2023-01-06 17:00:00,Pretoria,20.0,84,49,Sunny
2023-01-06 17:00:00,Bloemfontein,19.9,56,148,Foggy
2023-01-06 18:00:00,Johannesburg,22.1,42,109,Rainy
2023-01-06 18:00:00,Cape Town,27.4,43,149,Sunny
2023-01-06 18:00:00,Durban,30.2,57,176,Stormy
2023-01-06 18:00:00,Pretoria,26.8,70,89,Stormy
2023-01-06 18:00:00,Bloemfontein,27.5,58,179,Sunny
2023-01-06 19:00:00,Johannesburg,14.9,63,138,Stormy
2023-01-06 19:00:00,Cape Town,24.8,58,123,Rainy
2023-01-06 19:00:00,Durban,19.5,88,175,Stormy
2023-01-06 19:00:00,Pretoria,19.1,67,76,Cloudy
2023-01-06 19:00:00,Bloemfontein,21.1,50,86,Stormy
2023-01-06 20:00:00,Johannesburg,22.9,56,33,Cloudy
2023-01-06 20:00:00,Cape Town,24.9,59,76,Foggy
2023-01-06 20:00:00,Durban,20.9,53,153,Rainy
2023-01-06 20:00:00,Pretoria,17.2,50,132,Foggy
2023-01-06 20:00:00,Bloemfontein,31.4,49,79,Foggy
2023-01-06 21:00:00,Johannesburg,29.7,42,136,Stormy
2023-01-06 21:00:00,Cape Town,22.7,84,80,Stormy
2023-01-06 21:00:00,Durban,13.2,58,64,Stormy
2023-01-06 21:00:00,Pretoria,27.2,68,93,Foggy
2023-01-06 21:00:00,Bloemfontein,21.0,76,78,Rainy
2023-01-06 22:00:00,Johannesburg,25.5,75,99,Rainy
2023-01-06 22:00:00,Cape Town,21.5,65,33,Cloudy
2023-01-06 22:00:00,Durban,22.5,75,99,Sunny
2023-01-06 22:00:00,Pretoria,22.7,80,89,Rainy
2023-01-06 22:00:00,Bloemfontein,20.6,59,65,Stormy
2023-01-06 23:00:00,Johannesburg,17.0,60,137,Cloudy
2023-01-06 23:00:00,Cape Town,17.2,53,149,Stormy
2023-01-06 23:00:00,Durban,17.2,49,109,Foggy
2023-01-06 23:00:00,Pretoria,16.7,64,99,Foggy
2023-01-06 23:00:00,Bloemfontein,12.3,83,102,Stormy
2023-01-07 00:00:00,Johannesburg,19.4,59,111,Rainy
2023-01-07 00:00:00,Cape Town,21.9,82,50,Sunny
2023-01-07 00:00:00,Durban,9.9,46,99,Stormy
2023-01-07 00:00:00,Pretoria,26.4,54,177,Rainy
2023-01-07 00:00:00,Bloemfontein,27.8,53,86,Cloudy
2023-01-07 01:00:00,Johannesburg,20.1,76,87,Stormy
2023-01-07 01:00:00,Cape Town,17.8,88,176,Cloudy
2023-01-07 01:00:00,Durban,25.1,64,114,Rainy
2023-01-07 01:00:00,Pretoria,13.9,80,146,Rainy
2023-01-07 01:00:00,Bloemfontein,27.8,43,156,Rainy
2023-01-07 02:00:00,Johannesburg,25.2,72,110,Rainy
2023-01-07 02:00:00,Cape Town,19.8,63,90,Foggy
2023-01-07 02:00:00,Durban,19.5,82,115,Rainy
2023-01-07 02:00:00,Pretoria,15.0,88,46,Foggy
2023-01-07 02:00:00,Bloemfontein,15.3,73,94,Sunny
2023-01-07 03:00:00,Johannesburg,24.8,49,114,Foggy
2023-01-07 03:00:00,Cape Town,24.0,41,103,Cloudy
2023-01-07 03:00:00,Durban,17.6,73,173,Sunny
2023-01-07 03:00:00,Pretoria,30.8,61,105,Cloudy
2023-01-07 03:00:00,Bloemfontein,16.8,63,67,Stormy
2023-01-07 04:00:00,Johannesburg,21.1,88,61,Stormy
2023-01-07 04:00:00,Cape Town,28.9,46,50,Foggy
2023-01-07 04:00:00,Durban,19.6,85,145,Cloudy
2023-01-07 04:00:00,Pretoria,17.2,61,172,Stormy
2023-01-07 04:00:00,Bloemfontein,23.6,61,145,Stormy
2023-01-07 05:00:00,Johannesburg,20.7,67,43,Stormy
2023-01-07 05:00:00,Cape Town,20.5,67,55,Sunny
2023-01-07 05:00:00,Durban,14.2,88,95,Sunny
2023-01-07 05:00:00,Pretoria,21.7,47,73,Rainy
2023-01-07 05:00:00,Bloemfontein,18.3,72,71,Cloudy
2023-01-07 06:00:00,Johannesburg,17.1,62,118,Stormy
2023-01-07 06:00:00,Cape Town,22.0,89,176,Cloudy
2023-01-07 06:00:00,Durban,15.2,51,103,Rainy
2023-01-07 06:00:00,Pretoria,20.7,47,70,Foggy
2023-01-07 06:00:00,Bloemfontein,31.4,48,76,Rainy
2023-01-07 07:00:00,Johannesburg,27.4,54,133,Stormy
2023-01-07 07:00:00,Cape Town,8.2,45,41,Foggy
2023-01-07 07:00:00,Durban,27.3,41,36,Foggy
2023-01-07 07:00:00,Pretoria,14.2,66,143,Rainy
2023-01-07 07:00:00,Bloemfontein,28.5,82,69,Stormy
2023-01-07 08:00:00,Johannesburg,34.7,47,130,Foggy
2023-01-07 08:00:00,Cape Town,22.9,71,153,Rainy
2023-01-07 08:00:00,Durban,19.2,69,139,Rainy
2023-01-07 08:00:00,Pretoria,26.7,58,61,Stormy
2023-01-07 08:00:00,Bloemfontein,23.7,55,158,Rainy
2023-01-07 09:00:00,Johannesburg,19.3,84,148,Rainy
2023-01-07 09:00:00,Cape Town,23.8,73,33,Rainy
2023-01-07 09:00:00,Durban,18.9,67,131,Cloudy
2023-01-07 09:00:00,Pretoria,23.9,42,126,Sunny
2023-01-07 09:00:00,Bloemfontein,18.1,43,54,Cloudy
2023-01-07 10:00:00,Johannesburg,19.5,44,38,Rainy
2023-01-07 10:00:00,Cape Town,24.8,77,163,Sunny
2023-01-07 10:00:00,Durban,17.0,50,137,Foggy
2023-01-07 10:00:00,Pretoria,27.7,83,160,Cloudy
2023-01-07 10:00:00,Bloemfontein,22.3,87,50,Cloudy
2023-01-07 11:00:00,Johannesburg,27.2,67,63,Cloudy
2023-01-07 11:00:00,Cape Town,18.7,50,52,Stormy
2023-01-07 11:00:00,Durban,11.9,87,157,Rainy
2023-01-07 11:00:00,Pretoria,27.0,50,123,Foggy
2023-01-07 11:00:00,Bloemfontein,19.8,54,120,Foggy
2023-01-07 12:00:00,Johannesburg,17.5,55,95,Foggy
2023-01-07 12:00:00,Cape Town,23.6,74,76,Rainy
2023-01-07 12:00:00,Durban,23.4,40,116,Sunny
2023-01-07 12:00:00,Pretoria,20.7,42,33,Cloudy
2023-01-07 12:00:00,Bloemfontein,20.3,54,50,Rainy
2023-01-07 13:00:00,Johannesburg,24.2,74,86,Cloudy
2023-01-07 13:00:00,Cape Town,27.1,53,174,Rainy
2023-01-07 13:00:00,Durban,15.4,78,166,Cloudy
2023-01-07 13:00:00,Pretoria,25.2,57,144,Rainy
2023-01-07 13:00:00,Bloemfontein,27.5,72,163,Sunny
2023-01-07 14:00:00,Johannesburg,25.4,66,127,Foggy
2023-01-07 14:00:00,Cape Town,31.5,85,67,Cloudy
2023-01-07 14:00:00,Durban,19.1,74,176,Rainy
2023-01-07 14:00:00,Pretoria,15.4,69,107,Sunny
2023-01-07 14:00:00,Bloemfontein,20.1,79,117,Sunny
2023-01-07 15:00:00,Johannesburg,21.9,53,131,Foggy
2023-01-07 15:00:00,Cape Town,25.5,58,139,Rainy
2023-01-07 15:00:00,Durban,19.8,42,48,Cloudy
2023-01-07 15:00:00,Pretoria,26.4,58,171,Stormy
2023-01-07 15:00:00,Bloemfontein,19.4,77,90,Sunny
2023-01-07 16:00:00,Johannesburg,21.4,48,93,Sunny
2023-01-07 16:00:00,Cape Town,20.9,72,149,Foggy
2023-01-07 16:00:00,Durban,26.1,74,107,Rainy
2023-01-07 16:00:00,Pretoria,19.2,69,70,Stormy
2023-01-07 16:00:00,Bloemfontein,24.1,85,115,Stormy
2023-01-07 17:00:00,Johannesburg,26.5,80,149,Stormy
2023-01-07 17:00:00,Cape Town,25.7,69,41,Rainy
2023-01-07 17:00:00,Durban,18.8,74,40,Cloudy
2023-01-07 17:00:00,Pretoria,18.3,59,130,Sunny
2023-01-07 17:00:00,Bloemfontein,22.2,42,166,Rainy
2023-01-07 18:00:00,Johannesburg,26.9,63,94,Stormy
2023-01-07 18:00:00,Cape Town,24.5,47,74,Sunny
2023-01-07 18:00:00,Durban,19.4,51,76,Sunny
2023-01-07 18:00:00,Pretoria,23.2,54,134,Stormy
2023-01-07 18:00:00,Bloemfontein,17.1,61,50,Stormy
2023-01-07 19:00:00,Johannesburg,19.7,77,49,Sunny
2023-01-07 19:00:00,Cape Town,24.9,46,121,Foggy
2023-01-07 19:00:00,Durban,28.0,67,33,Sunny
2023-01-07 19:00:00,Pretoria,20.7,61,120,Cloudy
2023-01-07 19:00:00,Bloemfontein,10.0,80,30,Cloudy
2023-01-07 20:00:00,Johannesburg,18.9,61,174,Foggy
2023-01-07 20:00:00,Cape Town,14.3,51,35,Rainy
2023-01-07 20:00:00,Durban,20.9,79,171,Sunny
2023-01-07 20:00:00,Pretoria,11.7,74,113,Cloudy
2023-01-07 20:00:00,Bloemfontein,22.4,77,78,Sunny
2023-01-07 21:00:00,Johannesburg,14.7,85,142,Foggy
2023-01-07 21:00:00,Cape Town,20.5,60,91,Stormy
2023-01-07 21:00:00,Durban,18.2,81,136,Foggy
2023-01-07 21:00:00,Pretoria,19.1,56,117,Foggy
2023-01-07 21:00:00,Bloemfontein,26.3,60,80,Foggy
2023-01-07 22:00:00,Johannesburg,23.0,78,170,Cloudy
2023-01-07 22:00:00,Cape Town,27.0,50,176,Foggy
2023-01-07 22:00:00,Durban,25.8,84,30,Stormy
2023-01-07 22:00:00,Pretoria,21.6,79,137,Stormy
2023-01-07 22:00:00,Bloemfontein,24.9,84,41,Stormy
2023-01-07 23:00:00,Johannesburg,23.7,87,74,Rainy
2023-01-07 23:00:00,Cape Town,25.4,85,116,Foggy
2023-01-07 23:00:00,Durban,24.1,69,113,Stormy
2023-01-07 23:00:00,Pretoria,18.5,69,156,Rainy
2023-01-07 23:00:00,Bloemfontein,23.7,75,111,Foggy
2023-01-08 00:00:00,Johannesburg,23.0,79,113,Foggy
2023-01-08 00:00:00,Cape Town,17.9,88,105,Sunny
2023-01-08 00:00:00,Durban,20.9,78,31,Foggy
2023-01-08 00:00:00,Pretoria,18.7,68,134,Sunny
2023-01-08 00:00:00,Bloemfontein,26.0,52,39,Cloudy
2023-01-08 01:00:00,Johannesburg,23.5,53,80,Cloudy
2023-01-08 01:00:00,Cape Town,23.0,67,32,Rainy
2023-01-08 01:00:00,Durban,25.8,59,146,Sunny
2023-01-08 01:00:00,Pretoria,16.3,56,41,Cloudy
2023-01-08 01:00:00,Bloemfontein,22.5,74,94,Cloudy
2023-01-08 02:00:00,Johannesburg,21.1,76,91,Cloudy
2023-01-08 02:00:00,Cape Town,18.2,88,156,Foggy
2023-01-08 02:00:00,Durban,28.3,77,57,Sunny
2023-01-08 02:00:00,Pretoria,17.7,60,136,Cloudy
2023-01-08 02:00:00,Bloemfontein,31.2,48,151,Sunny
2023-01-08 03:00:00,Johannesburg,18.3,69,137,Stormy
2023-01-08 03:00:00,Cape Town,24.6,67,108,Stormy
2023-01-08 03:00:00,Durban,24.4,80,92,Foggy
2023-01-08 03:00:00,Pretoria,21.6,63,63,Stormy
2023-01-08 03:00:00,Bloemfontein,20.3,67,36,Rainy
